SRR8245064	SRR8245065	SRR8245066	SRR8245067	SRR8245068	SRR8245069	SRR8245070	SRR8245071	SRR8245072	SRR8245073	SRR8245074	SRR8245075	SRR8245076	SRR8245077
ENSMUSG00000042909.5	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000044899.4	6	0	1	0	2	0	1	0	0	0	0	0	0	0
ENSMUSG00000081859.4	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000072244.12	4	0	9	7	1	0	0	3	0	0	0	0	0	0
ENSMUSG00000109712.2	1	0	0	0	0	1	0	0	0	0	0	0	1	1
ENSMUSG00000056144.15	248	182	152	215	160	99	170	218	250	264	182	204	160	150
ENSMUSG00000111737.2	113	84	82	111	68	58	81	99	134	132	94	134	82	109
ENSMUSG00000060441.16	33	13	62	47	18	32	51	78	28	61	22	13	55	50
ENSMUSG00000088658.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066258.14	331	237	345	365	361	275	271	271	509	428	551	455	380	444
ENSMUSG00000087175.8	8	18	12	8	17	4	4	3	11	12	13	17	19	20
ENSMUSG00000090215.10	1	8	9	1	0	3	2	1	0	0	0	0	2	3
ENSMUSG00000057143.16	64	30	70	84	133	107	88	108	124	116	67	121	71	123
ENSMUSG00002074911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052749.10	9	47	34	14	3	9	7	12	3	1	20	1	6	4
ENSMUSG00000078616.3	28	9	58	66	41	25	58	76	93	39	10	31	16	38
ENSMUSG00000110114.2	0	0	0	1	0	4	0	1	0	0	0	17	0	0
ENSMUSG00000030921.18	810	754	784	1146	1039	871	794	923	1098	700	603	890	624	710
ENSMUSG00000119845.1	0	1	0	0	0	1	4	0	1	0	0	0	2	0
ENSMUSG00000057596.14	151	57	180	182	236	121	195	229	252	155	140	94	119	129
ENSMUSG00000082154.2	0	0	1	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000083248.2	3	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073929.13	18	3	6	3	8	2	3	3	0	0	3	0	0	0
ENSMUSG00000073928.6	0	1	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073927.7	33	21	25	21	0	6	2	1	0	0	2	0	6	2
ENSMUSG00000073926.5	3	0	0	1	0	1	0	0	0	0	0	1	0	1
ENSMUSG00000073925.6	2	0	8	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000051182.6	0	0	1	0	0	4	1	1	0	0	0	0	0	0
ENSMUSG00000073924.6	3	0	1	4	0	5	1	0	5	0	2	0	2	1
ENSMUSG00000073923.5	1	0	0	0	0	0	1	0	0	2	1	0	0	0
ENSMUSG00000070421.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000082084.2	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073922.3	20	62	7	18	0	5	2	13	0	0	11	0	3	1
ENSMUSG00000081694.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073920.5	9	9	18	2	0	7	8	1	12	0	7	0	6	0
ENSMUSG00000109821.2	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000109832.2	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109806.2	2	1	8	2	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000051885.7	1	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000043073.11	0	4	0	0	0	2	0	0	0	0	1	3	2	0
ENSMUSG00000086229.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000062369.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054568.8	2	0	0	0	0	0	2	0	0	0	0	0	2	1
ENSMUSG00000109641.2	2	0	2	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000073917.3	6	2	7	1	5	0	5	4	0	2	2	14	0	0
ENSMUSG00000063582.3	2	0	3	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000109734.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110330.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056782.6	0	0	0	1	1	5	0	0	0	0	0	0	0	0
ENSMUSG00000057770.6	4	0	3	2	0	5	0	13	2	0	0	0	1	1
ENSMUSG00000073916.4	1	0	1	3	0	0	0	1	6	0	0	0	0	0
ENSMUSG00000110284.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094685.3	0	0	2	2	1	0	1	1	1	0	0	0	0	3
ENSMUSG00000044705.4	9	1	7	0	0	0	5	1	0	0	0	5	2	0
ENSMUSG00000094531.4	14	0	5	10	0	2	0	0	0	0	0	2	0	0
ENSMUSG00000051172.8	6	9	5	4	0	0	9	1	2	0	0	0	1	3
ENSMUSG00000110041.2	2	6	1	0	0	0	2	3	0	0	0	0	0	0
ENSMUSG00000109671.2	5	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSMUSG00000096773.5	3	0	2	9	0	0	0	3	3	0	1	0	0	0
ENSMUSG00000073915.6	7	0	7	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000073914.3	8	0	7	7	0	2	1	2	7	0	0	6	0	1
ENSMUSG00000109676.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073913.3	8	0	3	2	1	4	0	3	0	0	0	0	0	0
ENSMUSG00000109972.2	0	0	1	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000110293.2	0	0	0	3	0	7	0	0	0	0	3	0	0	0
ENSMUSG00000096029.5	13	16	22	0	7	4	6	5	3	0	0	0	0	1
ENSMUSG00000041885.6	6	0	6	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000110117.2	1	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000109742.2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095248.4	0	20	1	2	6	0	10	0	0	0	0	0	0	0
ENSMUSG00000059768.8	2	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044120.6	0	1	0	1	0	0	0	0	0	0	2	0	1	0
ENSMUSG00000109918.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047225.9	5	3	6	5	0	5	2	1	0	0	0	0	0	0
ENSMUSG00000047794.7	0	0	0	2	0	7	0	0	1	0	0	0	0	0
ENSMUSG00000048425.4	8	0	2	1	0	1	2	2	0	0	0	0	1	1
ENSMUSG00000073908.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073909.3	0	2	0	0	0	3	0	1	0	0	0	0	0	1
ENSMUSG00000073907.4	1	7	6	3	0	0	4	0	1	0	1	0	6	5
ENSMUSG00000110265.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050266.7	0	0	1	1	0	1	2	0	0	0	0	0	0	0
ENSMUSG00000043948.3	3	0	2	3	0	2	2	1	0	0	0	0	0	0
ENSMUSG00000073906.4	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000044465.20	201	168	115	101	144	257	190	187	143	137	111	128	131	165
ENSMUSG00000078611.4	2	13	3	0	0	0	2	2	1	5	0	0	0	0
ENSMUSG00000110366.2	2	0	0	3	0	0	1	0	0	0	5	0	3	1
ENSMUSG00000030897.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109609.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030898.16	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000037060.4	7	32	19	2	8	74	116	3	3	18	5	0	0	191
ENSMUSG00000109735.2	1	6	3	2	1	22	26	0	0	5	1	0	0	41
ENSMUSG00000037049.10	194	189	110	110	148	161	132	103	93	163	64	92	85	122
ENSMUSG00000037032.17	13	0	19	5	20	8	25	26	0	29	26	0	0	18
ENSMUSG00000030895.10	0	4	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000036989.17	4	0	11	1	5	26	27	3	11	0	4	0	12	28
ENSMUSG00000110077.2	0	0	0	0	2	1	0	0	2	0	0	0	0	4
ENSMUSG00000030881.16	71	41	70	61	127	43	57	42	59	131	117	18	36	73
ENSMUSG00000089847.9	17	30	31	21	45	24	44	25	15	18	36	20	14	21
ENSMUSG00000110234.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064897.3	0	0	2	1	1	0	1	1	1	0	2	3	1	1
ENSMUSG00000030882.20	3	11	3	0	8	1	2	10	14	0	16	5	7	9
ENSMUSG00000081911.2	1	0	0	1	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000030888.15	64	70	81	60	137	101	92	72	70	76	47	68	63	83
ENSMUSG00000030890.17	444	593	399	410	513	537	456	399	450	458	521	261	420	540
ENSMUSG00000043866.12	421	520	367	390	478	465	417	328	414	448	463	288	358	505
ENSMUSG00000030894.6	170	146	188	169	177	308	259	119	145	191	206	204	214	308
ENSMUSG00000036862.16	0	0	0	0	4	11	0	0	1	0	0	0	3	3
ENSMUSG00000086414.3	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ENSMUSG00000030879.11	132	108	113	86	92	151	141	64	96	103	110	30	88	193
ENSMUSG00000109685.2	0	0	1	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000086513.4	4	22	9	5	1	3	0	2	1	0	0	0	0	0
ENSMUSG00000110141.2	0	0	0	0	0	1	0	0	0	0	0	0	3	1
ENSMUSG00000078606.9	14	12	15	9	19	13	23	12	11	4	8	8	8	19
ENSMUSG00000093378.3	0	0	0	0	1	0	2	1	2	0	0	0	1	0
ENSMUSG00000099241.3	3	6	7	8	5	4	2	14	0	3	1	4	5	4
ENSMUSG00000099276.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095649.4	4	2	0	2	0	4	1	0	4	1	0	0	0	1
ENSMUSG00000098426.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098987.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045868.13	13	9	8	14	11	16	18	14	24	13	10	20	18	20
ENSMUSG00000098934.2	6	1	3	3	5	9	14	8	11	4	4	4	6	3
ENSMUSG00000098945.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095457.4	6	17	10	7	0	0	2	0	0	0	0	1	0	0
ENSMUSG00000053541.4	409	413	472	438	492	453	402	412	804	364	362	254	505	323
ENSMUSG00000077777.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063286.8	421	532	459	486	828	611	694	873	1075	860	686	661	934	646
ENSMUSG00000073902.6	154	249	184	227	348	223	286	298	480	533	404	222	489	382
ENSMUSG00000051680.4	1	4	1	3	0	8	4	0	1	0	9	0	4	1
ENSMUSG00000064223.5	3	0	0	0	0	0	0	3	0	0	0	0	0	1
ENSMUSG00000109011.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108948.4	3	8	14	0	4	7	0	0	2	0	1	5	0	0
ENSMUSG00000109365.3	3	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051591.5	5	0	2	2	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000059087.5	5	0	0	0	13	6	0	1	0	0	2	0	1	0
ENSMUSG00000096714.3	0	23	1	7	0	0	3	0	0	0	3	0	6	2
ENSMUSG00000094493.3	4	0	4	0	0	11	1	0	0	0	0	0	2	0
ENSMUSG00000109861.2	1	0	0	1	0	1	0	0	0	4	0	0	2	1
ENSMUSG00000036744.14	8	2	3	2	0	4	0	0	2	1	0	0	1	0
ENSMUSG00000056863.6	3	0	8	6	0	1	0	0	2	0	0	0	1	2
ENSMUSG00000073901.5	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000073900.6	1	14	7	2	0	7	0	3	2	0	3	0	2	2
ENSMUSG00000109058.4	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSMUSG00000109354.3	5	0	3	0	0	2	3	1	0	0	4	0	0	0
ENSMUSG00000069390.6	1	0	1	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000073899.4	0	1	8	0	0	4	0	3	0	0	0	0	0	3
ENSMUSG00000062553.4	2	1	5	9	0	4	4	2	0	1	0	0	1	0
ENSMUSG00000045581.8	1	0	2	3	1	0	0	1	0	0	0	0	7	0
ENSMUSG00000108933.2	0	5	0	2	0	1	2	3	0	3	0	0	0	0
ENSMUSG00000036647.6	13	4	15	5	1	2	4	3	16	12	4	2	6	2
ENSMUSG00000045013.8	11	0	5	1	0	0	0	0	1	0	9	0	0	0
ENSMUSG00000109246.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070417.7	1	0	1	1	0	2	1	0	0	0	0	0	0	0
ENSMUSG00000073898.4	0	0	2	0	0	0	0	2	2	0	4	0	0	3
ENSMUSG00000108862.2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000049674.8	1	0	7	0	0	0	2	2	0	0	0	0	1	0
ENSMUSG00000109391.2	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073897.6	2	0	3	0	7	0	0	3	1	0	3	0	0	1
ENSMUSG00000062987.7	11	0	3	2	0	0	1	4	0	0	0	0	1	0
ENSMUSG00000110209.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060503.7	5	4	5	7	0	1	0	0	0	0	1	0	0	1
ENSMUSG00000073896.6	0	0	5	9	0	0	0	0	0	2	0	1	0	0
ENSMUSG00000016626.11	6	5	4	4	1	0	0	5	1	1	8	1	2	0
ENSMUSG00000086261.2	2	8	1	2	0	7	0	0	0	0	0	0	0	0
ENSMUSG00000073894.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057215.7	5	0	2	1	4	0	1	1	0	0	0	0	0	0
ENSMUSG00002075862.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109078.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062542.12	0	0	1	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000051041.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109374.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036528.17	9	36	18	5	0	33	1	2	15	1	1	7	2	0
ENSMUSG00000049740.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048065.9	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000109402.2	0	0	1	0	0	1	4	5	0	0	0	0	0	0
ENSMUSG00000048236.9	1	0	1	0	0	2	0	0	0	0	0	0	2	0
ENSMUSG00000066242.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000109192.3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095910.3	3	6	3	5	0	0	0	0	5	0	0	2	0	0
ENSMUSG00000108863.3	2	0	3	2	0	4	0	1	1	0	0	0	0	2
ENSMUSG00000109542.3	1	0	3	6	6	1	1	7	0	0	0	0	0	0
ENSMUSG00000109788.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000066245.6	4	2	4	2	2	4	3	4	2	4	4	4	6	1
ENSMUSG00000073893.7	8	3	3	5	1	0	0	5	0	0	3	13	0	0
ENSMUSG00000095212.5	1	0	4	1	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000108892.2	0	3	1	3	2	2	1	0	2	2	1	2	2	0
ENSMUSG00000094197.2	2	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000095301.3	3	0	3	4	0	2	5	0	0	0	0	0	0	0
ENSMUSG00000096151.3	4	0	6	1	0	9	3	2	0	0	0	0	0	0
ENSMUSG00000108844.2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000094426.4	8	22	3	0	0	0	0	0	0	0	8	0	1	1
ENSMUSG00000043855.8	3	1	5	7	0	0	1	0	0	0	0	1	6	0
ENSMUSG00000063120.6	2	0	2	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000054236.7	6	1	2	3	0	0	15	0	3	0	0	13	4	1
ENSMUSG00000109670.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059031.4	7	0	4	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000109484.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078118.6	0	0	4	5	0	2	0	0	0	0	0	19	6	0
ENSMUSG00002075659.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110171.3	3	27	8	6	0	7	2	3	0	0	2	0	1	0
ENSMUSG00000108995.2	3	0	5	5	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000096068.2	1	0	1	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108916.2	0	0	0	0	0	0	0	1	0	0	6	0	0	0
ENSMUSG00000095929.3	4	0	18	8	0	2	0	0	0	0	0	0	0	1
ENSMUSG00000096465.4	11	14	7	8	0	6	13	0	0	0	0	0	9	0
ENSMUSG00000109174.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109639.2	1	15	1	0	0	0	2	1	0	0	0	0	0	0
ENSMUSG00000109884.4	7	4	1	1	0	4	1	0	1	0	0	0	1	0
ENSMUSG00000109004.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094612.4	2	0	2	0	0	0	0	2	4	0	0	0	0	0
ENSMUSG00000109497.2	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093980.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000109631.2	10	16	15	7	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000109934.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110253.3	7	3	7	6	0	6	4	0	0	2	0	0	0	2
ENSMUSG00000109426.3	0	0	0	2	0	6	0	0	1	0	0	0	0	0
ENSMUSG00000095239.5	4	0	6	1	0	7	1	2	2	0	0	0	0	0
ENSMUSG00000109081.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096679.4	7	0	9	7	0	0	4	0	0	0	0	1	0	0
ENSMUSG00000109213.3	0	0	1	0	0	1	0	2	0	0	0	0	0	0
ENSMUSG00000108939.3	3	1	1	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000110204.2	6	7	0	1	0	1	3	2	0	0	0	0	1	0
ENSMUSG00000058014.5	2	2	13	8	0	3	0	0	1	0	1	0	0	1
ENSMUSG00000109250.2	0	0	0	0	1	0	1	0	1	0	0	0	0	0
ENSMUSG00000060759.5	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060105.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109306.2	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000108837.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108998.3	0	0	2	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000109471.2	2	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058244.5	5	0	4	1	0	4	2	0	1	0	0	0	0	0
ENSMUSG00000061000.2	4	0	6	0	1	3	0	0	1	0	0	0	0	0
ENSMUSG00000063764.3	4	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000049280.5	14	0	8	3	0	7	0	5	0	0	0	1	0	0
ENSMUSG00000096209.5	4	10	6	0	0	0	1	0	2	0	0	0	0	0
ENSMUSG00000109070.3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056946.5	19	0	5	8	1	2	0	5	3	0	0	0	1	0
ENSMUSG00000051200.4	0	0	3	1	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000109207.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066241.3	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109406.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062434.3	3	6	3	0	0	0	5	5	0	0	0	0	0	0
ENSMUSG00000109553.2	1	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSMUSG00000066240.4	0	0	6	4	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000046431.3	1	14	0	0	0	0	1	3	0	0	0	12	4	1
ENSMUSG00000066239.3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049709.5	19	0	11	8	0	0	0	0	4	0	0	0	4	5
ENSMUSG00000031029.7	1452	1559	1433	1518	1542	1668	1000	1016	1317	1801	1835	1929	1882	1941
ENSMUSG00000031028.15	0	0	2	1	0	5	0	0	2	0	1	0	0	0
ENSMUSG00000048330.15	6	0	11	4	1	22	7	3	1	0	1	3	1	1
ENSMUSG00000118906.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036111.9	2	0	1	0	0	0	0	0	0	0	0	13	0	0
ENSMUSG00000109107.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000109001.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031027.16	0	0	2	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081370.2	0	1	1	1	0	1	0	1	0	1	0	0	0	1
ENSMUSG00000085407.2	1	0	1	0	0	7	1	0	0	0	0	0	0	3
ENSMUSG00000031026.16	2	1	2	3	3	1	8	5	0	1	0	0	1	6
ENSMUSG00000046364.15	553	486	554	484	479	470	339	302	670	607	775	720	714	812
ENSMUSG00000065016.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074947.1	0	1	0	1	1	0	2	1	3	4	2	3	2	1
ENSMUSG00000077575.3	1	6	2	1	2	0	1	1	1	1	4	5	4	4
ENSMUSG00000031024.14	2	2	8	10	0	25	22	2	12	3	1	11	7	20
ENSMUSG00000109499.2	3	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031023.6	55	98	54	57	69	62	53	50	66	49	71	18	46	61
ENSMUSG00000031022.16	0	8	0	2	0	0	0	2	2	3	0	0	0	3
ENSMUSG00000035951.3	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ENSMUSG00000031021.14	349	281	303	358	334	548	322	336	420	563	336	361	428	390
ENSMUSG00000109147.2	3	0	4	7	18	18	11	2	11	2	5	1	3	8
ENSMUSG00000034825.15	6	1	2	11	2	2	1	0	0	0	2	0	0	3
ENSMUSG00000119024.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007279.15	1	0	1	5	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035901.15	86	64	91	72	98	187	175	196	50	41	36	73	19	42
ENSMUSG00000047554.15	25	48	46	19	44	45	32	22	25	38	21	42	45	59
ENSMUSG00002075706.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101585.7	5	17	2	1	0	0	6	0	0	2	0	0	2	3
ENSMUSG00000065389.3	0	4	0	0	0	0	2	0	0	0	0	0	0	2
ENSMUSG00000066232.5	224	227	345	333	431	309	338	205	330	185	284	521	393	470
ENSMUSG00000064600.3	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000064451.3	0	0	0	4	1	0	1	1	3	1	0	0	0	0
ENSMUSG00000073867.3	9	0	16	6	4	1	5	11	5	10	15	17	8	4
ENSMUSG00000061079.15	211	85	119	160	164	231	121	130	182	158	106	102	125	196
ENSMUSG00000109904.2	1	0	4	1	4	4	0	0	0	0	0	0	0	3
ENSMUSG00000031016.10	25	56	20	17	27	24	17	1	9	11	12	0	10	12
ENSMUSG00000031015.9	90	101	123	99	129	48	25	6	117	103	49	158	114	138
ENSMUSG00000109799.2	10	9	24	22	23	7	2	0	15	19	2	27	21	18
ENSMUSG00000110102.2	0	1	1	2	0	2	0	0	0	0	1	0	0	1
ENSMUSG00000038371.16	28	29	34	14	1	39	19	6	6	1	10	13	3	8
ENSMUSG00000091117.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090855.2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060777.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099803.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030790.16	4	0	1	5	3	0	0	0	1	3	0	0	10	10
ENSMUSG00000109700.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109749.2	0	4	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000110062.2	1	0	1	0	0	0	0	0	0	0	1	3	1	1
ENSMUSG00000005686.18	15	0	21	2	8	27	9	5	10	7	18	47	13	14
ENSMUSG00000030788.17	68	57	58	50	34	56	33	17	45	50	36	73	27	65
ENSMUSG00002076727.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000030787.5	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000005611.16	0	0	1	8	1	1	20	12	11	0	14	0	23	2
ENSMUSG00000087160.2	2	0	1	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000005609.17	186	49	154	130	194	136	122	152	151	155	172	148	148	207
ENSMUSG00000005610.18	1028	916	1048	1140	1226	1655	1449	1034	1446	1430	1337	1001	1485	1391
ENSMUSG00000088948.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110424.2	6	7	3	8	17	2	13	3	9	1	0	0	3	6
ENSMUSG00000110326.2	1	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118555.2	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109808.2	0	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000109867.2	2	0	2	3	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000038296.15	0	0	0	0	0	0	1	0	0	0	0	0	0	24
ENSMUSG00002074927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110065.2	2	0	0	0	0	3	1	0	0	0	0	0	0	0
ENSMUSG00000065751.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059263.10	220	300	247	272	229	282	254	262	288	230	141	218	230	417
ENSMUSG00000030772.7	0	0	1	0	0	2	0	0	0	0	0	0	1	0
ENSMUSG00000038244.15	10	1	1	5	5	37	34	18	0	1	3	0	1	32
ENSMUSG00000030770.16	7	14	3	3	0	108	67	1	0	7	10	0	1	123
ENSMUSG00000085049.2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000085945.4	0	0	6	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000093002.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109611.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055320.19	0	16	7	1	0	36	27	0	0	0	1	0	0	28
ENSMUSG00002076860.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098132.2	2	0	0	1	3	0	0	0	0	0	0	0	0	4
ENSMUSG00000110109.2	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000110207.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110009.2	1	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00002075356.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055116.9	53	63	81	57	89	180	129	245	160	129	141	48	112	109
ENSMUSG00000109959.2	3	1	1	5	2	7	4	5	5	4	5	0	6	1
